fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.35183827285023,0.24321078180998465,0.3808700817649003,2.0321078180998464,0.031160539090499234,27.642156361996932,134.82598364701994,0.9905098652273753,3.294448518144931,0.470367654570046,12.564215636199693,9
6.903640261347875,0.3581798693260627,0.3427301960109059,4.163597386521255,0.018254818294351213,56.52676602477632,118.89079215956377,0.9898091006533697,3.2816381176065432,0.3610920784043623,12.703640261347873,9
8.266957893957764,0.30407899524718235,0.40834789469788824,8.17660478242259,0.028562856453310005,38.98100957964764,122.10672248626764,0.9942736803802255,3.2302924402197175,0.42213444972535297,11.270907656316883,9
7.869793424975482,0.3203266326146394,0.3884896712487741,7.02121723629231,0.025493858283901452,44.21635939805047,121.20407596585336,0.9929738693908289,3.244734784546346,0.4040815193170674,11.68612505570745,9
6.974352377907344,0.3228238110463281,0.3957642834305078,3.4564762209265627,0.02320466645351406,47.33419087204531,116.76942866277969,0.9899858809447684,3.313458570058305,0.3823057133722031,12.774352377907343,9
8.194450992505356,0.25401972339715334,0.40205917019146004,6.018987373850627,0.03286929645295378,27.467324113238444,131.99013830142331,0.9935642405303879,3.2426140709409244,0.4706535177352311,11.518619362199265,9
6.917544552954859,0.29649108940902813,0.41701782118194375,1.9810534635458315,0.027985980165006908,28.44562374136803,102.78249496547213,0.9900628079188413,3.3845964357636116,0.4893330698771534,12.717544552954859,9
7.175078896013721,0.2939810649567071,0.3510031558405488,2.9896528575396304,0.02515205129635673,40.49526623917678,130.0031558405488,0.9902126183440206,3.28,0.42601893504329286,12.589968441594511,9
6.665532954864992,0.36,0.30092215914416537,2.1679522754965985,0.02034467045135008,31.208625035149133,92.42706821803245,0.9896827664774325,3.38160238622517,0.5553892042791733,12.465532954864992,9
8.85950554697665,0.26879752773488325,0.45480988906046704,9.589923297301924,0.03463925832046497,28.36074167953503,122.67728050837157,0.9961943435823718,3.220442028506985,0.455190110939533,10.700618066279189,9
7.379497719340322,0.2413668187106452,0.3688843216191938,2.013668187106452,0.03106834093553226,27.273363742129042,137.22313567616123,0.9905329147661169,3.2861506841979033,0.4758995438680644,12.527336374212904,9
7.04733684324936,0.28633157837532003,0.45050263243702,2.7266315675064003,0.0283135790274552,37.846210377583205,114.5798947025192,0.9901683421081233,3.346301579462212,0.40420105297480796,12.84733684324936,9
6.923061782167867,0.3544651722797119,0.3409224712867147,4.098528158461385,0.018599606336364538,55.616293069927984,119.92247128671468,0.9898345926732518,3.28,0.36553482772028806,12.690775287132853,9
7.270151233975816,0.24865658440161229,0.41626779861047986,2.086565844016123,0.031432829220080616,28.731316880322456,127.74644027790403,0.9904417926949799,3.3189546298072554,0.45403024679516313,12.673131688032246,9
7.882508359939985,0.24851485341070562,0.3855445602321168,4.4409246444022745,0.03213531378809408,27.28382844702352,134.7425732946472,0.9923806934833017,3.257293724238118,0.47432343105952957,11.903960261250607,9
7.064906961617406,0.2775465191912968,0.46368022121305486,2.5509303838259356,0.02954348731321845,35.56209498973716,114.0527911514778,0.9902122674040434,3.354208132727833,0.40947208848522193,12.864906961617407,9
8.93667007942555,0.2766816785689548,0.4418335039712775,10.124858412874326,0.03373790515919743,30.152985316663205,123.62879563505807,0.9964654657144836,3.205939269839071,0.4525759127011614,10.570754007873289,9
8.647297011317027,0.26773648505658515,0.45905405977365943,8.698647447531519,0.034320945516975544,28.67905448302446,121.51013356224365,0.9954834449879121,3.2384797540380528,0.4509459402263406,10.965878735853716,9
8.425615367725364,0.2942778467618869,0.40683938353442334,8.172215323811313,0.031223446059262045,26.920984588360582,113.4795997365157,0.9950173091811125,3.2566483091110694,0.5004630779364782,10.93950770581971,9
8.297616592766982,0.2659880829638349,0.46604766814466037,7.229989689621327,0.033796424889150474,29.203575110849528,119.58689126021841,0.9943120155857694,3.268202589614807,0.44395233185533967,11.402979259041272,9
6.632245635624583,0.35355087287508324,0.30289825424983347,1.6386947627495005,0.021709403983740844,24.451438898744172,86.80575559497669,0.989691919326312,3.4074203491500334,0.5977466584626582,12.432245635624584,9
7.0754478914324395,0.27227605428378,0.4715859185743301,2.4455210856755993,0.030281352400270807,34.191774113782785,113.7365632570268,0.9902386197285811,3.358951551144598,0.41263436742973203,12.87544789143244,9
7.136821471152146,0.2575452352565236,0.47404402916740335,2.175452352565236,0.03187726176282618,30.50904705130472,116.19119416651932,0.9903306845592934,3.358953558654356,0.4273642942304292,12.850904705130471,9
8.439183992248452,0.26669591996124226,0.46321632015503095,7.8245727674435,0.03400877598837268,28.99122401162732,120.3655119573665,0.9947862663740323,3.2561693606588817,0.44678367984496903,11.226020009689435,9
6.968081168669913,0.3259594156650435,0.3910608765024347,3.519188313300871,0.022765681806893905,48.14944807291132,116.95756493990261,0.9899702029216748,3.3106365259014607,0.38042435060097385,12.768081168669912,9
7.121943283299652,0.26010971641649827,0.48956113433400694,2.2921617898585396,0.03203291492494948,30.967085075050523,113.12068805814809,0.9903735099990538,3.3681348209195296,0.42043886566599303,12.872570895875436,9
7.21308808579657,0.2848588594088234,0.3525235234318628,2.8224124224950957,0.026140290230710794,38.21471485220586,131.52352343186277,0.9902696321286949,3.28,0.4351411405911766,12.574764765681373,9
6.865658260284029,0.30686834794319406,0.3962633041136118,1.9187899123408356,0.02684448172624865,27.719215643976412,99.87686257590565,0.9899953557383693,3.3887473391772778,0.5090498610920687,12.66565826028403,9
7.148554344934422,0.25676304367103847,0.4689597838617502,2.167630436710385,0.031838152183551925,30.3526087342077,117.20804322764997,0.990340461954112,3.355433696519673,0.4297108689868845,12.83526087342077,9
7.313225845893291,0.33432386954784155,0.33564645413717065,4.167613045215848,0.02499406473700243,25.141161353429265,96.12632319593534,0.9917468839869263,3.350089028944964,0.5672064492464025,11.829419323285368,9
8.370389591226193,0.2571245221981093,0.4113735665943279,6.909029696791331,0.03328326962641458,27.570817406603645,130.43773890094536,0.9942317722725935,3.2343346074717085,0.46858365186792716,11.30128344613235,9
6.6803330026465,0.36,0.3033888337744167,2.296219356269669,0.020196669973535,32.83663029111503,94.10440696660336,0.9896901665013232,3.375189032186517,0.5430558311279164,12.4803330026465,9
8.572902116471829,0.2889755238070142,0.41626573545419704,8.702447619298583,0.03204825185224224,27.156643386354926,115.77727301696052,0.9954503322224272,3.2442762222163664,0.4916258730116903,10.821678306822538,9
8.12530611242013,0.25279951963094344,0.3983985588928304,5.669195627537125,0.03270660261745913,27.42665065436478,132.60024018452827,0.9933018967206528,3.2458679476508174,0.47146698691270433,11.604033625833958,9
8.417650140280141,0.26658825070140074,0.46364699719439717,7.7341305891765915,0.033976475210420215,29.02352478957979,120.24707577154078,0.9947141279699384,3.257999738076188,0.4463530028056028,11.252937324649825,9
7.175692174951822,0.2549538550032119,0.4572000575208771,2.1495385500321187,0.031747692750160594,29.990771000642376,119.55998849582457,0.9903630768124598,3.3472923475144536,0.43513843499036436,12.799077100064238,9
7.384495663030093,0.34017972287604165,0.3642247831515047,5.6094419288148165,0.021743830123414357,50.61346626005786,120.10112650688657,0.9913856221699167,3.2623819758898147,0.3820225301377315,12.193481806832175,9
7.974424183762466,0.3160462833915355,0.39372120918812326,7.325597625490808,0.02630236869270996,42.83713575949478,121.4418731449147,0.9933162973286772,3.240930029681365,0.40883746289829387,11.576738353339241,9
8.522644648004219,0.2936190825816456,0.42113223240021097,8.92042079419409,0.030538617734578055,35.61059327630802,122.68782874546413,0.9951104733934684,3.220994740072574,0.4337565749092827,11.003598777086498,9
7.944472533455648,0.3172715781768144,0.3922236266727824,7.238465551870975,0.02607092412215728,43.23195296808464,121.3738012123992,0.9932182737458548,3.2420191806016128,0.407476024247984,11.608051442296368,9
7.093470864490866,0.26326456775456686,0.4851031483681497,2.265291355091337,0.03154296051436064,31.848787616187384,113.19587406527401,0.9902836771612271,3.36706188902089,0.4180412593472599,12.893470864490867,9
6.965724246839856,0.34422618075843464,0.34262896987359426,3.9108133139046357,0.019708830417836245,53.05654518960866,121.62896987359423,0.9898985863702598,3.28,0.37577381924156533,12.673710301264057,9
7.509967718975724,0.24194060680545393,0.36582182041636185,2.5563072842301313,0.031258747574060525,27.06468689351513,138.02969659727302,0.9909672304631726,3.2748250485187893,0.47870626212969736,12.364157523618223,9
9.02490162232528,0.2686747345116226,0.4460242035348677,10.22009055999847,0.034823297934883014,27.955824483720754,124.66263274418871,0.9967150679199989,3.20353404130234,0.46088351032558494,10.49276858418642,9
7.0949716083445455,0.2625141958277273,0.4862287062584091,2.2502839165545456,0.03164801258411818,31.65369091520909,113.15085174966363,0.9902874290208613,3.3677372237550456,0.4184914825033636,12.894971608344546,9
8.42779100348756,0.2974994589482362,0.41638955017437795,8.644482919236536,0.029805657754222052,36.86093677220944,122.47225228065355,0.9948000432841411,3.224443963509543,0.4294450456130709,11.10276395089937,9
6.624662119113534,0.36,0.2941103531855891,1.8137383656506323,0.020753378808864655,26.712833102488794,87.79504016620058,0.9896623310595568,3.3993130817174686,0.5894482340720546,12.424662119113535,9
7.1267970261694575,0.2582135315887028,0.47838795532656814,2.1821353158870282,0.03191067657943514,30.642706317740558,115.32240893468637,0.9903223308551412,3.361960892149163,0.4253594052338916,12.864270631774056,9
6.832216618112771,0.3135566763774457,0.38288664724510857,1.8786599417353258,0.026108765598480972,27.2510326535788,98.0041306143152,0.9899518816035466,3.3914226705509782,0.5217576851171468,12.632216618112771,9
7.358742867554896,0.2427504754963403,0.377878090726212,2.0275047549634033,0.031137523774817016,27.550095099268063,135.4243818547576,0.9905156190562958,3.292377139733531,0.47174857351097904,12.555009509926807,9
6.770407849894923,0.32591843002101534,0.35816313995796933,1.804489419873908,0.024748972697688314,26.385709898528926,94.5428395941157,0.9898715302048634,3.3963673720084064,0.5452450170399291,12.570407849894924,9
7.350552597395971,0.24329649350693525,0.38142720779507905,2.0329649350693524,0.031164824675346762,27.659298701387048,134.71455844098418,0.9905087938311633,3.2948342207812082,0.47011051947919424,12.565929870138705,9
7.3147090442214555,0.2604698293868508,0.3565883617688582,2.375280205425598,0.02878243514975783,32.1174573467127,135.5883617688582,0.9904220635663322,3.28,0.45953017061314916,12.534116382311417,9
7.014161695622827,0.3553297488154298,0.3457080847811414,4.53210675090277,0.01888215855708548,55.49514128497182,119.25945839914279,0.9901736200947656,3.275848665613715,0.3651891679828558,12.580649136394317,9
8.120458552973465,0.31007215010563094,0.4010229276486733,7.750424881377356,0.0274308160911586,40.91213725625886,121.77376943857605,0.9937942279915495,3.235619688982783,0.4154753887715212,11.424066058255013,9
8.635364980591792,0.28900779624851763,0.42676824902958954,9.2483344889943,0.03140963848639111,34.124734346744575,122.9440113195268,0.9954793763001186,3.216895818887571,0.438880226390536,10.885754793017673,9
8.379211122355363,0.2663960556117768,0.4644157775528927,7.5726867138925265,0.03391881668353305,29.081183316466955,120.0356611729545,0.9945853572598905,3.261267054599794,0.44558422244710727,11.300986097055796,9
7.950075184024733,0.24970720912984823,0.3891216273895447,4.782733283889827,0.03229429455064643,27.323573637661607,134.14639543507587,0.9926370499629174,3.2541141089870713,0.47352852724676786,11.820495360910623,9
7.363386876944077,0.26131693438472037,0.48473226246111845,3.3062248831651235,0.03239508031541612,30.604919684583884,114.44862782319242,0.9911823460377627,3.3476121154597536,0.42526773753888153,12.570766403819905,9
6.946836889363097,0.3365815553184514,0.37512766702232286,3.731631106369029,0.0212785822554168,50.91120438279737,117.59489331910709,0.9899170922234077,3.3010766002133938,0.37405106680892913,12.746836889363097,9
7.369149262660239,0.3408075301638993,0.36345746313301197,5.564797855011603,0.02162524430237457,50.81575971947867,120.06624832422781,0.991335397586888,3.262940026812355,0.38132496648455627,12.209525770855205,9
6.9643143457554775,0.35736895858273043,0.3432157172877739,4.38709627856139,0.018496974489928687,56.1522199877687,119.14616896762608,0.9900104833133816,3.2776612965179823,0.3629233793525217,12.632762274892,9
7.256689106496629,0.3363591921661213,0.33202810281578427,3.9640807833878657,0.024677458996381126,25.050702570394606,95.24435006134742,0.9915806659731001,3.3548381150542834,0.5705986536102022,11.874648714802698,9
7.2789219118776,0.3355588111724064,0.33345100236016634,4.044118882759358,0.02480196270651456,25.08627505900416,95.59118182529056,0.9916460304209201,3.352970559402282,0.569264685287344,11.856862470497921,9
8.296074874221462,0.2558130860156729,0.4074392580470186,6.533084657826218,0.033108411468756385,27.527102867189097,131.09345699216357,0.9939498134933696,3.2378317706248723,0.4694579426562181,11.3930839789029,9
7.3919201564277195,0.24193916245734745,0.35967680625710874,2.0355513117180366,0.03078992406712069,27.484790614336866,138.67680625710875,0.9905378802346416,3.28,0.4780608375426525,12.503231937428913,9
6.953791789165295,0.3331041054173529,0.3803438418739707,3.6620821083470583,0.021765425241570595,50.00706740851175,117.38624632504117,0.9899344794729132,3.3042063051243824,0.3761375367495883,12.753791789165295,9
7.913943819268527,0.26406971909634264,0.4737211236146294,5.618564040927817,0.033220915728902796,29.779084271097208,117.4766910059769,0.9930267117945495,3.3008147753621753,0.43627887638537055,11.88257022591434,9
6.867444004687052,0.36,0.3345740007811754,3.917848040621118,0.01832555995312948,53.418840515575724,115.31032053119924,0.9897837220023435,3.294107597968944,0.3871299960941233,12.667444004687052,9
6.607302581553404,0.3597371070640774,0.2904673652194179,1.6262892935922582,0.02104089445669907,24.01168413048545,85.11392027223312,0.989671469589767,3.409386583149514,0.6095618451067957,12.394157934757276,9
6.61192978949657,0.36,0.29198829824942846,1.703391508970281,0.02088070210503429,25.312276844622794,86.35204280961136,0.9896559648947483,3.404830424551486,0.6000585087528576,12.411929789496572,9
7.891856645857561,0.2639592832292878,0.47416286708284877,5.525797912601759,0.03318778496878634,29.812215031213658,117.35521155221659,0.9929527197636228,3.3026921851021074,0.4358371329171512,11.910179192678049,9
8.868450411782117,0.2783357851758438,0.4351808263540555,9.766421482415623,0.03370332230597986,27.629520658851387,120.38782642380103,0.9963192442106394,3.2194501654103025,0.47389297529307295,10.585239670574307,9
7.280571669799037,0.26866279924823133,0.35522286679196147,2.525484652884241,0.02789486341477494,34.16569981205783,134.22286679196145,0.9903708575046986,3.28,0.45133720075176864,12.547771332080385,9
7.1348208873403545,0.30364298703831494,0.34939283549361416,3.16678809570244,0.024105343070849217,42.91074675957873,128.39283549361417,0.9901522313310106,3.28,0.41635701296168504,12.606071645063858,9
6.990093060331564,0.3149534698342182,0.40756979524867276,3.299069396684364,0.024306514223209456,45.28790215689672,116.29720819005308,0.9900252326508289,3.3205418771492035,0.38702791809946907,12.790093060331563,9
7.241891403828653,0.2505405730780898,0.42851372500758367,2.105405730780898,0.03152702865390449,29.10811461561796,125.29725499848327,0.9904182428365239,3.327432578851404,0.4483782807657306,12.710811461561796,9
8.041716517259433,0.25132440912810766,0.39397322738432294,5.246330616724191,0.03250992121708102,27.377480304270254,133.3377954359462,0.9929847479625432,3.2498015756583793,0.4724503939145949,11.707291361032466,9
8.160512474018631,0.2653025623700932,0.46878975051962735,6.654152390878257,0.03359076871102795,29.40923128897205,118.83281860710248,0.9938527167879624,3.2798564397084164,0.44121024948037263,11.57435940747671,9
7.234240442396738,0.25105063717355086,0.43182914162808045,2.1105063717355086,0.03155253185867754,29.21012743471017,124.63417167438391,0.9904118670353306,3.3297278672809787,0.4468480884793474,12.721012743471016,9
6.994857684086252,0.31257115795687396,0.41114326306468907,3.251423159137479,0.024640037886037646,44.66850106878722,116.15426947741244,0.9900371442102156,3.3226859578388135,0.3884573052258756,12.794857684086251,9
8.281734882542082,0.26590867441271043,0.46636530234915835,7.163286506676748,0.03377260232381313,29.227397676186875,119.49954185398146,0.994258811856516,3.269552534983923,0.4436346976508417,11.422831396822396,9
8.081416474372988,0.31166932604837777,0.39907082371864944,7.636847925448693,0.027129127301973095,41.426782837810606,121.68503744175679,0.9936664539161297,3.2370394009318915,0.41370074883513586,11.464882776791876,9
6.972932001174748,0.3424963197180605,0.34291728004698996,3.8790991948311095,0.019896232030543443,52.62407992951513,121.91728004698992,0.9899093980017621,3.28,0.3775036802819395,12.6708271995301,9
6.909899370698733,0.3550503146506333,0.34742452802405,4.1010062930126665,0.018692955948911332,55.71308180916467,118.703018879038,0.9898247484267468,3.28445471681443,0.36296981120961996,12.709899370698732,9
6.983341464263495,0.33999804857676147,0.34333365857053977,3.833297557240628,0.02016687807085084,51.999512144190376,122.33365857053975,0.9899250121963953,3.28,0.3800019514232385,12.666663414294602,9
6.931215077477655,0.3443924612611724,0.3634113081082414,3.887849225223448,0.020185055423435863,52.94203992790483,118.06354767567035,0.9898780376936941,3.294046784864945,0.36936452324329655,12.731215077477655,9
7.2575459892345195,0.2741889625837153,0.35430183956938077,2.626797647368114,0.027296195720097508,35.547240645928824,133.30183956938077,0.9903363189838518,3.28,0.4458110374162847,12.556981604306191,9
6.738855586504755,0.36,0.31314259775079256,2.8034150830412115,0.019611444134952447,39.27411451552307,100.73696647053892,0.9897194277932524,3.3498292458479395,0.49428701124603736,12.538855586504756,9
7.012292302292513,0.30385384885374356,0.42421922671938467,3.077076977074871,0.025860461160475905,42.40200070197332,115.63123093122461,0.9900807307557312,3.3305315360316308,0.39368769068775383,12.812292302292512,9
7.334447049693761,0.2443701966870826,0.3884062784660369,2.043701966870826,0.03121850983435413,27.87403933741652,133.3187443067926,0.9904953725414115,3.2996658850918714,0.46688940993875216,12.587403933741653,9
7.219039054125895,0.25206406305827367,0.43841640987877883,2.120640630582737,0.031603203152913685,29.412812611654733,123.31671802424422,0.9903991992117716,3.3342882837622314,0.44380781082517895,12.741281261165474,9
6.9976530987758805,0.3560051005046231,0.344882654938794,4.484081741893468,0.018754592126904526,55.71275460704522,119.22193886085427,0.9901195919596302,3.2764489782263313,0.36443877721708545,12.597908124007034,9
7.044435585443653,0.28778220727817344,0.4483266890827398,2.755644145563469,0.028110490981055718,38.22337389232509,114.6669324366904,0.9901610889636091,3.344996013449644,0.40333067563309594,12.844435585443653,9
8.733364350901436,0.2681668217545072,0.4573327129819713,9.060130273786031,0.034450046526352154,28.549953473647847,121.98350392995789,0.9957717705755198,3.231164030173378,0.4526672870180287,10.858294561373205,9
8.530875396474205,0.26715437698237104,0.4613824920705159,8.209676665191662,0.03414631309471131,28.853686905288694,120.86981468060813,0.9950934325781886,3.2483755912996926,0.4486175079294841,11.111405754407244,9
7.063641333749649,0.27817933312517523,0.46273100031223713,2.5635866625035053,0.029454893362475466,35.72662661254556,114.09075998751051,0.9902091033343741,3.353638600187342,0.40909240012489484,12.86364133374965,9
6.865799732302215,0.3068400535395569,0.39631989292088615,1.9189596787626586,0.026847594110648743,27.721196252231017,99.88478500892407,0.9899955396519928,3.388736021415823,0.5089961017251581,12.665799732302215,9
7.340274645277679,0.2612013732263884,0.4851945070944464,3.2091535101662574,0.03236041196791652,30.63958803208348,114.32151054902724,0.9911049200616802,3.3495766551513975,0.4248054929055536,12.5996566934029,9
7.227566133720676,0.2514955910852883,0.43472134205437396,2.114955910852883,0.031574779554264416,29.29911821705766,124.0557315891252,0.9904063051114339,3.331730159883797,0.44551322674413507,12.729911821705766,9
9.04066355387052,0.26970331776935264,0.4511867289225896,10.350786926256186,0.034910995330805786,28.08900466919422,123.67364954628786,0.9968012229054662,3.205043597921006,0.45881327107741043,10.47417055766185,9
7.614075543396404,0.330787818679238,0.3757037771698202,6.277310671698629,0.023517856471699482,47.58718601886559,120.62289896226456,0.992136974505661,3.254033616603767,0.3924579792452911,11.953466477358305,9
7.1897071360471365,0.2604485356802357,0.48820585727905724,2.576769971397977,0.032134560704070704,30.865439295929296,113.49338924825925,0.9906005189057578,3.3623748934359936,0.42179414272094273,12.787866079941079,9
6.825298509491566,0.3149402981016866,0.3801194037966268,1.8703582113898805,0.025956567208814476,27.15417913288194,97.61671653152776,0.989942888062339,3.3919761192406748,0.5243865663932046,12.625298509491568,9
6.914114661105377,0.3529426694473114,0.35058599582903294,4.058853388946228,0.018988026277376405,55.165094056300966,118.57656016683869,0.9898352866527634,3.2863515974974193,0.36423439833161314,12.714114661105377,9
7.06695921213243,0.276520393933785,0.46521940909932247,2.5304078786757005,0.029687144849270097,35.295302422784104,113.9912236360271,0.990217398030331,3.3551316454595934,0.410087763639729,12.86695921213243,9
7.022025529411691,0.2989872352941544,0.43151914705876837,2.979744705883088,0.02654178705881838,41.136681176480145,115.33923411764927,0.9901050638235293,3.334911488235261,0.39660765882350735,12.822025529411691,9
7.181041907345456,0.25459720617696957,0.4548818401503022,2.145972061769696,0.03172986030884848,29.919441235393915,120.02363196993956,0.9903675349227878,3.345687427796363,0.4362083814690913,12.791944123539391,9
6.864677566828455,0.36,0.3341129278047424,3.893872245846604,0.018353224331715455,53.11453235112997,114.99679090722482,0.9897823387834143,3.2953063877076696,0.38943536097628806,12.664677566828454,9
7.301282901422752,0.24658113990514985,0.40277740938347395,2.0658113990514986,0.031329056995257495,28.316227981029968,130.44451812330522,0.9904677357511856,3.3096151295731744,0.46025658028455046,12.631622798102997,9
6.951634650838234,0.3341826745808831,0.3787259881286754,3.6836534916176618,0.02161442555867637,50.2874953910296,117.45096047485299,0.9899290866270956,3.303235592877205,0.37549039525147015,12.751634650838234,9
7.237303926458108,0.27904705765005405,0.3534921570583243,2.7158627235843245,0.02676990208791081,36.761764412513514,132.49215705832432,0.9903059558896872,3.28,0.4409529423499459,12.565078429416756,9
7.904436989876953,0.2489018292331227,0.3867054876993681,4.551857713495174,0.03218691056441636,27.29672764110409,134.54908538343864,0.9924638932851214,3.2562617887116727,0.4740654471779182,11.87687195368141,9
7.3155287689456205,0.2456314154036253,0.3966042001235644,2.056314154036253,0.03128157077018127,28.12628308072506,131.67915997528712,0.9904796073074547,3.305341369316314,0.4631057537891241,12.612628308072505,9
7.113790061724488,0.2590806625517008,0.4840243065860553,2.190806625517008,0.03195403312758504,30.81613251034016,114.19513868278895,0.9903114917181037,3.3658629814826537,0.42275801234489757,12.881613251034016,9
7.87363113311931,0.24835819646681134,0.38507458940043404,4.396016320485921,0.03211442619557485,27.278606548893713,134.82090176659432,0.9923470122403645,3.257711476088503,0.47442786902212575,11.914926247323205,9
8.825761005824825,0.2686288050291241,0.4554847798835035,9.448196224464262,0.03458864150873724,28.411358491262764,122.49168553203654,0.9960812993695132,3.2233103145048903,0.45451522011649653,10.74279874271897,9
6.900420768635177,0.35978961568241163,0.34031557647638255,4.195792313648234,0.018029453804462366,56.94530007742703,118.9873769409447,0.989801051921588,3.2801893458858293,0.360126230590553,12.700420768635176,9
7.315271637419478,0.2456485575053681,0.3967156237848927,2.056485575053681,0.03128242787526841,28.129711501073622,131.65687524302146,0.9904793930311829,3.3054185087741565,0.46305432748389563,12.612971150107363,9
8.725092625103551,0.2853371198821275,0.43125463125517755,9.509360363937603,0.03210298846670926,32.94196085090774,123.14793778432625,0.9957730304094298,3.21363299545078,0.44295875568652504,10.791948619209924,9
7.387832378736596,0.24081117475089361,0.36527263588080855,2.0081117475089365,0.03104055873754468,27.162234950178725,137.9454728238383,0.9905398603156139,3.283650286379021,0.4775664757473191,12.516223495017872,9
7.182484999965893,0.34844379545594073,0.35412424999829467,5.021774545355324,0.020182838636100077,53.27633409135869,119.64201136355885,0.9907244963635248,3.2697278181830582,0.37284022727117694,12.40467477276293,9
7.8363801881270785,0.24770082684930136,0.38310248054790413,4.207570363466394,0.032026776913240185,27.256694228310046,135.1495865753493,0.9922056777725998,3.259464461735196,0.4748661154337991,11.960942120548903,9
7.636357375648279,0.329876289178025,0.37681786878241397,6.342130547340447,0.02369003426637306,47.2934709573636,120.67353949010972,0.992209896865758,3.2532233681582445,0.39347078980219446,11.930171834549526,9
6.939929024195319,0.34003548790234067,0.369946768146489,3.800709758046813,0.020795031693672306,51.80922685460857,117.80212927414044,0.9898998225604883,3.2979680608878934,0.3719787072585956,12.739929024195318,9
8.526529672200905,0.25987993539178067,0.419639806175342,7.6989148123104565,0.03365065805223742,27.662664513059354,129.06003230410965,0.9948241861092328,3.2269868389552516,0.4667467097388129,11.108404522575354,9
7.1276854376219765,0.25815430415853485,0.47800297703047656,2.1815430415853485,0.03190771520792674,30.630860831706972,115.39940459390469,0.9903230711980183,3.361694368713407,0.4255370875243954,12.863086083170698,9
8.211907341492811,0.3063310633025669,0.4055953670746405,8.016457720706358,0.028137465820626262,39.70667595304932,121.98160759430183,0.9940935149357947,3.2322942784911706,0.41963215188603686,11.328460506621152,9
6.990083268655571,0.31495836567221436,0.40756245149167847,3.299167313444287,0.024305828805889988,45.289175074775734,116.29750194033286,0.990025208171639,3.320537470895007,0.38702498059667134,12.790083268655572,9
7.350160634037136,0.2519614478310874,0.3580064253614854,2.2192932102366028,0.02970417648496553,29.990361957771857,137.00642536148544,0.9904752409510558,3.28,0.46803855216891255,12.519935746385146,9
7.908479459288418,0.2640423972964421,0.4738304108142316,5.595613729011356,0.03321271918893263,29.787280811067372,117.44663702608631,0.9930084061886162,3.3012792459604845,0.43616958918576837,11.889400675889478,9
8.554162134952014,0.2603675670873885,0.4211027012621655,7.838702565051369,0.0337156756116518,27.67891890291295,128.81621645630574,0.9949290269237885,3.225686487766964,0.466421621941741,11.074270303882805,9
7.049970152887293,0.2850149235563534,0.45247761466546993,2.7002984711270677,0.028497910702110527,37.50388012465188,114.5008954133812,0.9901749253822182,3.347486568799282,0.40499104586618795,12.849970152887293,9
6.723802597825019,0.36,0.31063376630416983,2.6729558478168314,0.019761974021749812,37.61828576075209,99.03096108683549,0.9897119012989125,3.3563522076091585,0.5068311684791509,12.52380259782502,9
7.6785884149888615,0.32814865575045565,0.3789294207494431,6.464984479967597,0.02401636502491393,46.73678907514683,120.76951912497468,0.9923481075399636,3.251687694000405,0.3953903824994937,11.886021202511644,9
7.677809801725864,0.32818050811121463,0.3788904900862933,6.462719423202516,0.024010348467881682,46.747052613613604,120.76774954937696,0.9923455593511028,3.2517160072099687,0.3953549909875393,11.886835207286596,9
6.9223921871279765,0.3488039064360118,0.35679414034598234,3.9760781287202356,0.019567453098958347,54.089015673363065,118.3282343861607,0.98985598046782,3.290076484207589,0.3667176561383929,12.722392187127976,9
7.100653798840452,0.31184308827829166,0.3480261519536181,3.3171232851020145,0.023216998769851734,44.960772069572926,127.02615195361805,0.9901009806982607,3.28,0.4081569117217083,12.61973848046382,9
8.253661136935378,0.25506460829885963,0.40519382489657885,6.318521045673087,0.03300861443984795,27.502153609961987,131.4676958505702,0.9937888907842548,3.239827711203041,0.46995692780076026,11.445477419079827,9
6.947178315991292,0.34750158062431347,0.3122194122234427,2.849841937568653,0.02294419856955124,24.555485305586068,90.41598172946416,0.9906707042490144,3.3808370214567316,0.5891693010405225,12.122257347206967,9
6.957868803339353,0.34611148719855533,0.34231475213357415,3.945377265306848,0.019504588886823167,53.52787179963884,121.3147521335741,0.989886803205009,3.28,0.37388851280144464,12.676852478664259,9
6.930864313056616,0.34456784347169206,0.36314823479246194,3.8913568694338414,0.02016050191396311,52.987639302639934,118.07407060830153,0.9898771607826415,3.293888940875477,0.36925929391698475,12.730864313056616,9
7.692142418256061,0.24515545443981282,0.3754663633194385,3.4778969394130126,0.03168739392530838,27.171848481327096,136.42227278009358,0.9916584227045598,3.2662521214938325,0.4765630303734581,12.139118189213102,9
7.081061453668183,0.31654525111963605,0.34724245814672733,3.4033296038599947,0.022707597795372757,46.13631277990902,126.24245814672733,0.9900715921805023,3.28,0.4034547488803639,12.627575418532727,9
7.618037499450843,0.2625901874972542,0.4796392500109831,4.375757497693542,0.03277705624917627,30.222943750823735,115.84920624697963,0.9920354256231603,3.3259668125466786,0.43036074998901686,12.252453125686447,9
8.300985588974912,0.25589974568779256,0.4076992370633777,6.557927097167201,0.03311996609170568,27.52999152292642,131.0501271561037,0.9939684453228754,3.2376006781658866,0.4694001695414716,11.38701780185452,9
